서울특별시, 종로구, 11010, 51.6, 136677
서울특별시, 중구, 11020, 51.3, 113997
서울특별시, 용산구, 11030, 51.9, 203295
서울특별시, 성동구, 11040, 52.1, 274161
서울특별시, 광진구, 11050, 52.3, 325801
서울특별시, 동대문구, 11060, 52.5, 326580
서울특별시, 중랑구, 11070, 52, 370584
서울특별시, 성북구, 11080, 51.5, 419163
서울특별시, 강북구, 11090, 51.5, 285386
서울특별시, 도봉구, 11100, 52.6, 303753
서울특별시, 노원구, 11110, 52, 493866
서울특별시, 은평구, 11120, 52.6, 448175
서울특별시, 서대문구, 11130, 52.8, 297496
서울특별시, 마포구, 11140, 51.8, 350158
서울특별시, 양천구, 11150, 52.3, 424419
서울특별시, 강서구, 11160, 52.8, 547458
서울특별시, 구로구, 11170, 51.5, 380589
서울특별시, 금천구, 11180, 51.8, 220447
서울특별시, 영등포구, 11190, 52.1, 356907
서울특별시, 동작구, 11200, 52.3, 371083
서울특별시, 관악구, 11210, 52.8, 469820
서울특별시, 서초구, 11220, 52, 382003
서울특별시, 강남구, 11230, 52, 489626
서울특별시, 송파구, 11240, 53.1, 620124
서울특별시, 강동구, 11250, 53, 441444
부산광역시, 중구, 21010, 50.5, 39017
부산광역시, 서구, 21020, 51, 101083
부산광역시, 동구, 21030, 51.3, 83201
부산광역시, 영도구, 21040, 51, 110029
부산광역시, 부산진구, 21050, 51.8, 345725
부산광역시, 동래구, 21060, 51.8, 256710
부산광역시, 남구, 21070, 51.3, 256329
부산광역시, 북구, 21080, 51.3, 275090
부산광역시, 해운대구, 21090, 51.8, 378239
부산광역시, 사하구, 21100, 51.5, 298605
부산광역시, 금정구, 21110, 51.5, 227239
부산광역시, 강서구, 21120, 51, 135568
부산광역시, 연제구, 21130, 51.8, 198884
부산광역시, 수영구, 21140, 51.6, 167907
부산광역시, 사상구, 21150, 51.1, 204745
부산광역시, 기장군, 21510, 52.1, 169431
대구광역시, 중구, 22010, 50.3, 71570
대구광역시, 동구, 22020, 52.6, 328039
대구광역시, 서구, 22030, 51.3, 161228
대구광역시, 남구, 22040, 51, 141884
대구광역시, 북구, 22050, 51.3, 434626
대구광역시, 수성구, 22060, 52.1, 402042
대구광역시, 달서구, 22070, 51.8, 537214
대구광역시, 달성군, 22510, 51, 255422
인천광역시, 중구, 23010, 51.5, 135531
인천광역시, 동구, 23020, 49.8, 59438
인천광역시, 연수구, 23040, 51.5, 376565
인천광역시, 남동구, 23050, 52.3, 500708
인천광역시, 부평구, 23060, 52.3, 468141
인천광역시, 계양구, 23070, 52, 283778
인천광역시, 서구, 23080, 52.5, 530233
인천광역시, 미추홀구, 23090, 52.1, 395535
인천광역시, 강화군, 23510, 51, 64413
인천광역시, 옹진군, 23520, 51.1, 17783
광주광역시, 동구, 24010, 51.3, 105654
광주광역시, 서구, 24020, 51.6, 285629
광주광역시, 남구, 24030, 51.8, 212754
광주광역시, 북구, 24040, 52.3, 427243
광주광역시, 광산구, 24050, 51.5, 400713
대전광역시, 동구, 25010, 52.1, 226265
대전광역시, 중구, 25020, 51.5, 223337
대전광역시, 서구, 25030, 52.3, 467139
대전광역시, 유성구, 25040, 51.8, 356437
대전광역시, 대덕구, 25050, 51.6, 171239
울산광역시, 중구, 26010, 51.1, 205191
울산광역시, 남구, 26020, 50.6, 306354
울산광역시, 동구, 26030, 50, 150386
울산광역시, 북구, 26040, 50.8, 211560
울산광역시, 울주군, 26510, 52.1, 213350
세종특별자치시, 세종시, 29010, 52, 356754
경기도, 수원시 장안구, 31011, 51.8, 265495
경기도, 수원시 권선구, 31012, 52, 351093
경기도, 수원시 팔달구, 31013, 51.5, 174085
경기도, 수원시 영통구, 31014, 51.8, 353874
경기도, 성남시 수정구, 31021, 52.5, 227660
경기도, 성남시 중원구, 31022, 51.6, 203321
경기도, 성남시 분당구, 31023, 52.5, 451375
경기도, 의정부시, 31030, 52.8, 445011
경기도, 안양시 만안구, 31041, 51.5, 230627
경기도, 안양시 동안구, 31042, 51.3, 293603
경기도, 부천시, 31050, 52.5, 776467
경기도, 광명시, 31060, 51.8, 281557
경기도, 평택시, 31070, 51.8, 533842
경기도, 동두천시, 31080, 52.5, 89914
경기도, 안산시 상록구, 31091, 52.3, 339488
경기도, 안산시 단원구, 31092, 52.3, 292514
경기도, 고양시 덕양구, 31101, 51.8, 458107
경기도, 고양시 일산동구, 31103, 53, 284154
경기도, 고양시 일산서구, 31104, 52, 280229
경기도, 과천시, 31110, 50.8, 64851
경기도, 구리시, 31120, 51.5, 184279
경기도, 남양주시, 31130, 53, 697736
